,Output,Time
112,0,2018-05-31 12:00:14
113,1,2018-05-31 12:00:14
114,1,2018-05-31 12:00:14
115,0,2018-05-31 12:00:14
116,0,2018-05-31 12:00:14
117,0,2018-05-31 12:00:14
118,0,2018-05-31 12:00:14
119,1,2018-05-31 12:00:14
120,0,2018-05-31 12:00:14
121,0,2018-05-31 12:00:14
122,0,2018-05-31 12:00:14
123,1,2018-05-31 12:00:14
124,0,2018-05-31 12:00:14
125,0,2018-05-31 12:00:14
126,0,2018-05-31 12:00:14
127,1,2018-05-31 12:00:14
128,0,2018-05-31 12:00:14
129,0,2018-05-31 12:00:14
130,0,2018-05-31 12:00:14
131,1,2018-05-31 12:00:14
132,0,2018-05-31 12:00:14
133,0,2018-05-31 12:00:14
134,1,2018-05-31 12:00:14
135,1,2018-05-31 12:00:14
136,0,2018-05-31 12:00:14
137,0,2018-05-31 12:00:14
138,0,2018-05-31 12:00:14
139,0,2018-05-31 12:00:14
140,0,2018-05-31 12:00:14
141,0,2018-05-31 12:00:14
142,0,2018-05-31 12:00:14
143,0,2018-05-31 12:00:14
144,1,2018-05-31 12:00:14
145,0,2018-05-31 12:00:14
146,0,2018-05-31 12:00:14
147,0,2018-05-31 12:00:14
148,0,2018-05-31 12:00:14
149,1,2018-05-31 12:00:14
150,1,2018-05-31 12:00:14
151,0,2018-05-31 12:00:14
152,0,2018-05-31 12:00:14
153,0,2018-05-31 12:00:14
154,0,2018-05-31 12:00:14
155,0,2018-05-31 12:00:14
156,0,2018-05-31 12:00:14
157,1,2018-05-31 12:00:14
158,0,2018-05-31 12:00:14
159,0,2018-05-31 12:00:14
160,0,2018-05-31 12:00:14
161,0,2018-05-31 12:00:14
162,0,2018-05-31 12:00:14
163,0,2018-05-31 12:00:14
164,0,2018-05-31 12:00:14
165,0,2018-05-31 12:00:14
166,0,2018-05-31 12:00:14
167,1,2018-05-31 12:00:14
168,1,2018-05-31 12:00:14
169,1,2018-05-31 12:00:14
170,0,2018-05-31 12:00:14
171,0,2018-05-31 12:00:14
172,0,2018-05-31 12:00:14
173,1,2018-05-31 12:00:14
174,0,2018-05-31 12:00:14
175,0,2018-05-31 12:00:14
176,0,2018-05-31 12:00:14
177,1,2018-05-31 12:00:14
178,0,2018-05-31 12:00:14
179,0,2018-05-31 12:00:14
180,1,2018-05-31 12:00:14
181,1,2018-05-31 12:00:14
182,0,2018-05-31 12:00:14
183,0,2018-05-31 12:00:14
184,1,2018-05-31 12:00:14
185,1,2018-05-31 12:00:14
186,0,2018-05-31 12:00:14
187,0,2018-05-31 12:00:14
188,1,2018-05-31 12:00:14
189,0,2018-05-31 12:00:14
190,0,2018-05-31 12:00:14
191,0,2018-05-31 12:00:14
192,0,2018-05-31 12:00:14
193,0,2018-05-31 12:00:14
194,0,2018-05-31 12:00:14
195,0,2018-05-31 12:00:14
196,0,2018-05-31 12:00:14
197,0,2018-05-31 12:00:14
198,0,2018-05-31 12:00:14
199,0,2018-05-31 12:00:14
200,1,2018-05-31 12:00:14
201,0,2018-05-31 12:00:14
202,0,2018-05-31 12:00:14
203,0,2018-05-31 12:00:14
204,0,2018-05-31 12:00:14
205,0,2018-05-31 12:00:14
206,0,2018-05-31 12:00:14
207,0,2018-05-31 12:00:14
208,0,2018-05-31 12:00:14
209,0,2018-05-31 12:00:14
210,1,2018-05-31 12:00:14
211,0,2018-05-31 12:00:14
212,0,2018-05-31 12:00:14
213,0,2018-05-31 12:00:14
214,1,2018-05-31 12:00:14
215,0,2018-05-31 12:00:14
216,1,2018-05-31 12:00:14
217,1,2018-05-31 12:00:14
218,1,2018-05-31 12:00:14
219,1,2018-05-31 12:00:14
220,0,2018-05-31 12:00:14
221,1,2018-05-31 12:00:14
222,0,2018-05-31 12:00:14
223,0,2018-05-31 12:00:14
224,0,2018-05-31 12:00:14
225,0,2018-05-31 12:00:14
226,0,2018-05-31 12:00:14
227,0,2018-05-31 12:00:14
228,0,2018-05-31 12:00:14
229,0,2018-05-31 12:00:14
230,1,2018-05-31 12:00:14
231,0,2018-05-31 12:00:14
232,0,2018-05-31 12:00:14
233,0,2018-05-31 12:00:14
234,0,2018-05-31 12:00:14
235,0,2018-05-31 12:00:14
236,0,2018-05-31 12:00:14
237,0,2018-05-31 12:00:14
238,0,2018-05-31 12:00:14
239,1,2018-05-31 12:00:14
240,0,2018-05-31 12:00:14
241,0,2018-05-31 12:00:14
242,0,2018-05-31 12:00:14
243,1,2018-05-31 12:00:14
244,0,2018-05-31 12:00:14
245,1,2018-05-31 12:00:14
246,0,2018-05-31 12:00:14
247,1,2018-05-31 12:00:14
248,1,2018-05-31 12:00:14
249,0,2018-05-31 12:00:14
250,0,2018-05-31 12:00:14
251,1,2018-05-31 12:00:14
252,0,2018-05-31 12:00:14
253,0,2018-05-31 12:00:14
254,0,2018-05-31 12:00:14
255,0,2018-05-31 12:00:14
256,0,2018-05-31 12:00:14
257,0,2018-05-31 12:00:14
258,0,2018-05-31 12:00:14
259,1,2018-05-31 12:00:14
260,0,2018-05-31 12:00:14
261,0,2018-05-31 12:00:14
262,0,2018-05-31 12:00:14
263,1,2018-05-31 12:00:14
264,0,2018-05-31 12:00:14
265,1,2018-05-31 12:00:14
266,0,2018-05-31 12:00:14
267,0,2018-05-31 12:00:14
268,0,2018-05-31 12:00:14
269,0,2018-05-31 12:00:14
270,0,2018-05-31 12:00:14
271,0,2018-05-31 12:00:14
272,0,2018-05-31 12:00:14
273,0,2018-05-31 12:00:14
274,1,2018-05-31 12:00:14
275,1,2018-05-31 12:00:14
276,0,2018-05-31 12:00:14
277,0,2018-05-31 12:00:14
278,0,2018-05-31 12:00:14
279,0,2018-05-31 12:00:14
280,1,2018-05-31 12:00:14
281,0,2018-05-31 12:00:14
282,0,2018-05-31 12:00:14
283,0,2018-05-31 12:00:14
284,1,2018-05-31 12:00:14
285,0,2018-05-31 12:00:14
286,1,2018-05-31 12:00:14
287,0,2018-05-31 12:00:14
288,0,2018-05-31 12:00:14
289,0,2018-05-31 12:00:14
290,1,2018-05-31 12:00:14
291,1,2018-05-31 12:00:14
292,0,2018-05-31 12:00:14
293,1,2018-05-31 12:00:14
294,0,2018-05-31 12:00:14
295,1,2018-05-31 12:00:14
296,0,2018-05-31 12:00:14
297,0,2018-05-31 12:00:14
298,0,2018-05-31 12:00:14
299,1,2018-05-31 12:00:14
300,0,2018-05-31 12:00:14
301,0,2018-05-31 12:00:14
302,0,2018-05-31 12:00:14
303,1,2018-05-31 12:00:14
304,1,2018-05-31 12:00:14
305,0,2018-05-31 12:00:14
306,0,2018-05-31 12:00:14
307,0,2018-05-31 12:00:14
308,0,2018-05-31 12:00:14
309,0,2018-05-31 12:00:14
310,0,2018-05-31 12:00:14
311,1,2018-05-31 12:00:14
312,0,2018-05-31 12:00:14
313,0,2018-05-31 12:00:14
314,0,2018-05-31 12:00:14
315,1,2018-05-31 12:00:14
316,1,2018-05-31 12:00:14
317,0,2018-05-31 12:00:14
318,1,2018-05-31 12:00:14
319,0,2018-05-31 12:00:14
320,0,2018-05-31 12:00:14
321,1,2018-05-31 12:00:14
322,1,2018-05-31 12:00:14
323,0,2018-05-31 12:00:14
324,0,2018-05-31 12:00:14
325,0,2018-05-31 12:00:14
326,0,2018-05-31 12:00:14
327,1,2018-05-31 12:00:14
328,0,2018-05-31 12:00:14
329,0,2018-05-31 12:00:14
330,1,2018-05-31 12:00:14
331,0,2018-05-31 12:00:14
332,0,2018-05-31 12:00:14
333,1,2018-05-31 12:00:14
334,0,2018-05-31 12:00:14
335,1,2018-05-31 12:00:14
336,0,2018-05-31 12:00:14
337,0,2018-05-31 12:00:14
338,0,2018-05-31 12:00:14
339,1,2018-05-31 12:00:14
340,0,2018-05-31 12:00:14
341,0,2018-05-31 12:00:14
342,0,2018-05-31 12:00:14
343,0,2018-05-31 12:00:14
344,0,2018-05-31 12:00:14
345,0,2018-05-31 12:00:14
346,1,2018-05-31 12:00:14
347,0,2018-05-31 12:00:14
348,0,2018-05-31 12:00:14
349,0,2018-05-31 12:00:14
350,0,2018-05-31 12:00:14
351,0,2018-05-31 12:00:14
352,0,2018-05-31 12:00:14
353,1,2018-05-31 12:00:14
354,0,2018-05-31 12:00:14
355,0,2018-05-31 12:00:14
356,0,2018-05-31 12:00:14
357,1,2018-05-31 12:00:14
358,0,2018-05-31 12:00:14
359,0,2018-05-31 12:00:14
360,1,2018-05-31 12:00:14
361,0,2018-05-31 12:00:14
362,0,2018-05-31 12:00:14
363,0,2018-05-31 12:00:14
364,0,2018-05-31 12:00:14
365,0,2018-05-31 12:00:14
366,0,2018-05-31 12:00:14
367,1,2018-05-31 12:00:14
368,0,2018-05-31 12:00:14
369,0,2018-05-31 12:00:14
370,0,2018-05-31 12:00:14
371,0,2018-05-31 12:00:14
372,0,2018-05-31 12:00:14
373,1,2018-05-31 12:00:14
374,0,2018-05-31 12:00:14
375,0,2018-05-31 12:00:14
376,1,2018-05-31 12:00:14
377,0,2018-05-31 12:00:14
378,0,2018-05-31 12:00:14
379,1,2018-05-31 12:00:14
380,0,2018-05-31 12:00:14
381,1,2018-05-31 12:00:14
382,0,2018-05-31 12:00:14
383,0,2018-05-31 12:00:14
384,0,2018-05-31 12:00:14
385,1,2018-05-31 12:00:14
386,0,2018-05-31 12:00:14
387,1,2018-05-31 12:00:14
388,1,2018-05-31 12:00:14
389,0,2018-05-31 12:00:14
390,0,2018-05-31 12:00:14
391,0,2018-05-31 12:00:14
392,0,2018-05-31 12:00:14
393,0,2018-05-31 12:00:14
394,1,2018-05-31 12:00:14
395,0,2018-05-31 12:00:14
396,1,2018-05-31 12:00:14
397,0,2018-05-31 12:00:14
398,1,2018-05-31 12:00:14
399,1,2018-05-31 12:00:14
400,0,2018-05-31 12:00:14
401,0,2018-05-31 12:00:14
402,0,2018-05-31 12:00:14
403,0,2018-05-31 12:00:14
404,0,2018-05-31 12:00:14
405,0,2018-05-31 12:00:14
406,0,2018-05-31 12:00:14
407,1,2018-05-31 12:00:14
408,1,2018-05-31 12:00:14
409,1,2018-05-31 12:00:14
410,1,2018-05-31 12:00:14
411,1,2018-05-31 12:00:14
412,0,2018-05-31 12:00:14
413,0,2018-05-31 12:00:14
414,1,2018-05-31 12:00:14
415,1,2018-05-31 12:00:14
416,1,2018-05-31 12:00:14
417,0,2018-05-31 12:00:14
418,0,2018-05-31 12:00:14
419,0,2018-05-31 12:00:14
420,1,2018-05-31 12:00:14
421,0,2018-05-31 12:00:14
422,0,2018-05-31 12:00:14
423,0,2018-05-31 12:00:14
424,1,2018-05-31 12:00:14
425,0,2018-05-31 12:00:14
426,1,2018-05-31 12:00:14
427,1,2018-05-31 12:00:14
428,1,2018-05-31 12:00:14
429,1,2018-05-31 12:00:14
430,1,2018-05-31 12:00:14
431,1,2018-05-31 12:00:14
432,0,2018-05-31 12:00:14
433,0,2018-05-31 12:00:14
434,1,2018-05-31 12:00:14
435,0,2018-05-31 12:00:14
436,0,2018-05-31 12:00:14
437,0,2018-05-31 12:00:14
438,1,2018-05-31 12:00:14
439,1,2018-05-31 12:00:14
440,0,2018-05-31 12:00:14
441,0,2018-05-31 12:00:14
442,0,2018-05-31 12:00:14
443,1,2018-05-31 12:00:14
444,0,2018-05-31 12:00:14
445,0,2018-05-31 12:00:14
446,0,2018-05-31 12:00:14
447,1,2018-05-31 12:00:14
448,0,2018-05-31 12:00:14
449,0,2018-05-31 12:00:14
450,1,2018-05-31 12:00:14
451,0,2018-05-31 12:00:14
452,0,2018-05-31 12:00:14
453,0,2018-05-31 12:00:14
454,0,2018-05-31 12:00:14
455,1,2018-05-31 12:00:14
456,0,2018-05-31 12:00:14
457,1,2018-05-31 12:00:14
458,0,2018-05-31 12:00:14
459,0,2018-05-31 12:00:14
460,0,2018-05-31 12:00:14
461,1,2018-05-31 12:00:14
462,0,2018-05-31 12:00:14
463,0,2018-05-31 12:00:14
464,0,2018-05-31 12:00:14
465,1,2018-05-31 12:00:14
466,0,2018-05-31 12:00:14
467,1,2018-05-31 12:00:14
468,1,2018-05-31 12:00:14
469,1,2018-05-31 12:00:14
470,0,2018-05-31 12:00:14
471,0,2018-05-31 12:00:14
472,1,2018-05-31 12:00:14
473,1,2018-05-31 12:00:14
474,1,2018-05-31 12:00:14
475,0,2018-05-31 12:00:14
476,1,2018-05-31 12:00:14
477,0,2018-05-31 12:00:14
478,0,2018-05-31 12:00:14
479,1,2018-05-31 12:00:14
480,0,2018-05-31 12:00:14
481,0,2018-05-31 12:00:14
482,0,2018-05-31 12:00:14
483,1,2018-05-31 12:00:14
484,1,2018-05-31 12:00:14
485,0,2018-05-31 12:00:14
486,0,2018-05-31 12:00:14
487,1,2018-05-31 12:00:14
488,0,2018-05-31 12:00:14
489,0,2018-05-31 12:00:14
490,0,2018-05-31 12:00:14
491,0,2018-05-31 12:00:14
492,0,2018-05-31 12:00:14
493,1,2018-05-31 12:00:14
494,0,2018-05-31 12:00:14
495,0,2018-05-31 12:00:14
496,0,2018-05-31 12:00:14
497,0,2018-05-31 12:00:14
498,0,2018-05-31 12:00:14
499,1,2018-05-31 12:00:14
500,1,2018-05-31 12:00:14
501,0,2018-05-31 12:00:14
502,0,2018-05-31 12:00:14
503,0,2018-05-31 12:00:14
504,0,2018-05-31 12:00:14
505,0,2018-05-31 12:00:14
506,0,2018-05-31 12:00:14
507,0,2018-05-31 12:00:14
508,0,2018-05-31 12:00:14
509,0,2018-05-31 12:00:14
510,1,2018-05-31 12:00:14
511,1,2018-05-31 12:00:14
512,0,2018-05-31 12:00:14
513,0,2018-05-31 12:00:14
514,0,2018-05-31 12:00:14
515,0,2018-05-31 12:00:14
516,0,2018-05-31 12:00:14
517,0,2018-05-31 12:00:14
518,1,2018-05-31 12:00:14
519,0,2018-05-31 12:00:14
520,0,2018-05-31 12:00:14
521,0,2018-05-31 12:00:14
522,0,2018-05-31 12:00:14
523,0,2018-05-31 12:00:14
524,0,2018-05-31 12:00:14
525,0,2018-05-31 12:00:14
526,0,2018-05-31 12:00:14
527,0,2018-05-31 12:00:14
528,0,2018-05-31 12:00:14
529,0,2018-05-31 12:00:14
530,1,2018-05-31 12:00:14
531,0,2018-05-31 12:00:14
532,1,2018-05-31 12:00:14
533,1,2018-05-31 12:00:14
534,0,2018-05-31 12:00:14
535,1,2018-05-31 12:00:14
536,0,2018-05-31 12:00:14
537,0,2018-05-31 12:00:14
538,1,2018-05-31 12:00:14
539,0,2018-05-31 12:00:14
540,0,2018-05-31 12:00:14
541,0,2018-05-31 12:00:14
542,1,2018-05-31 12:00:14
543,1,2018-05-31 12:00:14
544,0,2018-05-31 12:00:14
545,0,2018-05-31 12:00:14
546,0,2018-05-31 12:00:14
547,0,2018-05-31 12:00:14
548,0,2018-05-31 12:00:14
549,1,2018-05-31 12:00:14
550,0,2018-05-31 12:00:14
551,0,2018-05-31 12:00:14
552,0,2018-05-31 12:00:14
553,1,2018-05-31 12:00:14
554,1,2018-05-31 12:00:14
555,0,2018-05-31 12:00:14
556,0,2018-05-31 12:00:14
557,0,2018-05-31 12:00:14
558,1,2018-05-31 12:00:14
559,0,2018-05-31 12:00:14
560,0,2018-05-31 12:00:14
561,0,2018-05-31 12:00:14
562,1,2018-05-31 12:00:14
563,1,2018-05-31 12:00:14
564,0,2018-05-31 12:00:14
565,1,2018-05-31 12:00:14
566,0,2018-05-31 12:00:14
567,1,2018-05-31 12:00:14
568,1,2018-05-31 12:00:14
569,0,2018-05-31 12:00:14
570,0,2018-05-31 12:00:14
571,0,2018-05-31 12:00:14
572,0,2018-05-31 12:00:14
573,1,2018-05-31 12:00:14
574,0,2018-05-31 12:00:14
575,0,2018-05-31 12:00:14
576,1,2018-05-31 12:00:14
577,1,2018-05-31 12:00:14
578,1,2018-05-31 12:00:14
579,0,2018-05-31 12:00:14
580,0,2018-05-31 12:00:14
581,0,2018-05-31 12:00:14
582,1,2018-05-31 12:00:14
583,0,2018-05-31 12:00:14
584,0,2018-05-31 12:00:14
585,0,2018-05-31 12:00:14
586,1,2018-05-31 12:00:14
587,0,2018-05-31 12:00:14
588,0,2018-05-31 12:00:14
589,0,2018-05-31 12:00:14
590,1,2018-05-31 12:00:14
591,1,2018-05-31 12:00:14
592,1,2018-05-31 12:00:14
593,0,2018-05-31 12:00:14
594,1,2018-05-31 12:00:14
595,0,2018-05-31 12:00:14
596,0,2018-05-31 12:00:14
597,0,2018-05-31 12:00:14
598,1,2018-05-31 12:00:14
599,0,2018-05-31 12:00:14
600,0,2018-05-31 12:00:14
601,0,2018-05-31 12:00:14
602,0,2018-05-31 12:00:14
603,0,2018-05-31 12:00:14
604,0,2018-05-31 12:00:14
605,1,2018-05-31 12:00:14
606,0,2018-05-31 12:00:14
607,0,2018-05-31 12:00:14
608,1,2018-05-31 12:00:14
609,0,2018-05-31 12:00:14
610,0,2018-05-31 12:00:14
611,1,2018-05-31 12:00:14
612,0,2018-05-31 12:00:14
613,1,2018-05-31 12:00:14
614,0,2018-05-31 12:00:14
615,0,2018-05-31 12:00:14
616,0,2018-05-31 12:00:14
617,0,2018-05-31 12:00:14
618,0,2018-05-31 12:00:14
619,0,2018-05-31 12:00:14
620,0,2018-05-31 12:00:14
621,1,2018-05-31 12:00:14
622,0,2018-05-31 12:00:14
623,1,2018-05-31 12:00:14
624,1,2018-05-31 12:00:14
625,0,2018-05-31 12:00:14
626,0,2018-05-31 12:00:14
627,0,2018-05-31 12:00:14
628,0,2018-05-31 12:00:14
629,0,2018-05-31 12:00:14
630,0,2018-05-31 12:00:14
631,0,2018-05-31 12:00:14
632,0,2018-05-31 12:00:14
633,1,2018-05-31 12:00:14
634,0,2018-05-31 12:00:14
635,0,2018-05-31 12:00:14
636,0,2018-05-31 12:00:14
637,1,2018-05-31 12:00:14
638,0,2018-05-31 12:00:14
639,0,2018-05-31 12:00:14
640,1,2018-05-31 12:00:14
641,0,2018-05-31 12:00:14
642,0,2018-05-31 12:00:14
643,0,2018-05-31 12:00:14
644,0,2018-05-31 12:00:14
645,0,2018-05-31 12:00:14
646,0,2018-05-31 12:00:14
647,1,2018-05-31 12:00:14
648,0,2018-05-31 12:00:14
649,0,2018-05-31 12:00:14
650,0,2018-05-31 12:00:14
651,1,2018-05-31 12:00:14
652,0,2018-05-31 12:00:14
653,1,2018-05-31 12:00:14
654,0,2018-05-31 12:00:14
655,0,2018-05-31 12:00:14
656,1,2018-05-31 12:00:14
657,1,2018-05-31 12:00:14
658,0,2018-05-31 12:00:14
659,0,2018-05-31 12:00:14
660,0,2018-05-31 12:00:14
661,0,2018-05-31 12:00:14
662,0,2018-05-31 12:00:14
663,0,2018-05-31 12:00:14
664,0,2018-05-31 12:00:14
665,0,2018-05-31 12:00:14
666,0,2018-05-31 12:00:14
667,0,2018-05-31 12:00:14
668,1,2018-05-31 12:00:14
669,0,2018-05-31 12:00:14
670,0,2018-05-31 12:00:14
671,0,2018-05-31 12:00:14
672,0,2018-05-31 12:00:14
673,1,2018-05-31 12:00:14
674,0,2018-05-31 12:00:14
675,0,2018-05-31 12:00:14
676,1,2018-05-31 12:00:14
677,0,2018-05-31 12:00:14
678,0,2018-05-31 12:00:14
679,0,2018-05-31 12:00:14
680,0,2018-05-31 12:00:14
681,0,2018-05-31 12:00:14
682,0,2018-05-31 12:00:14
683,1,2018-05-31 12:00:14
684,1,2018-05-31 12:00:14
685,0,2018-05-31 12:00:14
686,0,2018-05-31 12:00:14
687,0,2018-05-31 12:00:14
688,0,2018-05-31 12:00:14
689,0,2018-05-31 12:00:14
690,0,2018-05-31 12:00:14
691,0,2018-05-31 12:00:14
692,0,2018-05-31 12:00:14
693,0,2018-05-31 12:00:14
694,1,2018-05-31 12:00:14
695,0,2018-05-31 12:00:14
696,1,2018-05-31 12:00:14
697,0,2018-05-31 12:00:14
698,0,2018-05-31 12:00:14
699,0,2018-05-31 12:00:14
700,1,2018-05-31 12:00:14
701,0,2018-05-31 12:00:14
702,0,2018-05-31 12:00:14
703,0,2018-05-31 12:00:14
704,1,2018-05-31 12:00:14
705,0,2018-05-31 12:00:14
706,0,2018-05-31 12:00:14
707,0,2018-05-31 12:00:14
708,1,2018-05-31 12:00:14
709,0,2018-05-31 12:00:14
710,1,2018-05-31 12:00:14
711,0,2018-05-31 12:00:14
712,0,2018-05-31 12:00:14
713,1,2018-05-31 12:00:14
714,1,2018-05-31 12:00:14
715,1,2018-05-31 12:00:14
716,0,2018-05-31 12:00:14
717,0,2018-05-31 12:00:14
718,1,2018-05-31 12:00:14
719,0,2018-05-31 12:00:14
720,1,2018-05-31 12:00:14
721,0,2018-05-31 12:00:14
722,0,2018-05-31 12:00:14
723,0,2018-05-31 12:00:14
724,1,2018-05-31 12:00:14
725,0,2018-05-31 12:00:14
726,0,2018-05-31 12:00:14
727,0,2018-05-31 12:00:14
728,0,2018-05-31 12:00:14
729,1,2018-05-31 12:00:14
730,0,2018-05-31 12:00:14
731,0,2018-05-31 12:00:14
732,1,2018-05-31 12:00:14
733,1,2018-05-31 12:00:14
734,0,2018-05-31 12:00:14
735,1,2018-05-31 12:00:14
736,1,2018-05-31 12:00:14
737,0,2018-05-31 12:00:14
738,1,2018-05-31 12:00:14
739,0,2018-05-31 12:00:14
740,1,2018-05-31 12:00:14
741,1,2018-05-31 12:00:14
742,0,2018-05-31 12:00:14
743,0,2018-05-31 12:00:14
744,1,2018-05-31 12:00:14
745,0,2018-05-31 12:00:14
746,0,2018-05-31 12:00:14
747,1,2018-05-31 12:00:14
748,0,2018-05-31 12:00:14
749,1,2018-05-31 12:00:14
750,1,2018-05-31 12:00:14
751,0,2018-05-31 12:00:14
752,0,2018-05-31 12:00:14
753,0,2018-05-31 12:00:14
754,0,2018-05-31 12:00:14
755,0,2018-05-31 12:00:14
756,1,2018-05-31 12:00:14
757,0,2018-05-31 12:00:14
758,1,2018-05-31 12:00:14
759,0,2018-05-31 12:00:14
760,0,2018-05-31 12:00:14
761,1,2018-05-31 12:00:14
762,1,2018-05-31 12:00:14
763,1,2018-05-31 12:00:14
764,1,2018-05-31 12:00:14
765,1,2018-05-31 12:00:14
766,0,2018-05-31 12:00:14
767,0,2018-05-31 12:00:14
768,0,2018-05-31 12:00:14
769,0,2018-05-31 12:00:14
770,0,2018-05-31 12:00:14
771,0,2018-05-31 12:00:14
772,1,2018-05-31 12:00:14
773,0,2018-05-31 12:00:14
774,1,2018-05-31 12:00:14
775,0,2018-05-31 12:00:14
776,0,2018-05-31 12:00:14
777,1,2018-05-31 12:00:14
778,0,2018-05-31 12:00:14
779,0,2018-05-31 12:00:14
780,0,2018-05-31 12:00:14
781,0,2018-05-31 12:00:14
782,0,2018-05-31 12:00:14
783,0,2018-05-31 12:00:14
784,0,2018-05-31 12:00:14
785,0,2018-05-31 12:00:14
786,0,2018-05-31 12:00:14
787,0,2018-05-31 12:00:14
788,0,2018-05-31 12:00:14
789,0,2018-05-31 12:00:14
790,0,2018-05-31 12:00:14
791,0,2018-05-31 12:00:14
792,0,2018-05-31 12:00:14
793,0,2018-05-31 12:00:14
794,1,2018-05-31 12:00:14
795,1,2018-05-31 12:00:14
796,1,2018-05-31 12:00:14
797,0,2018-05-31 12:00:14
798,0,2018-05-31 12:00:14
799,1,2018-05-31 12:00:14
800,0,2018-05-31 12:00:14
801,0,2018-05-31 12:00:14
802,0,2018-05-31 12:00:14
803,0,2018-05-31 12:00:14
804,0,2018-05-31 12:00:14
805,0,2018-05-31 12:00:14
806,0,2018-05-31 12:00:14
807,0,2018-05-31 12:00:14
808,0,2018-05-31 12:00:14
809,0,2018-05-31 12:00:14
810,0,2018-05-31 12:00:14
811,1,2018-05-31 12:00:14
812,1,2018-05-31 12:00:14
813,0,2018-05-31 12:00:14
814,0,2018-05-31 12:00:14
815,0,2018-05-31 12:00:14
816,0,2018-05-31 12:00:14
817,1,2018-05-31 12:00:14
818,0,2018-05-31 12:00:14
819,1,2018-05-31 12:00:14
820,1,2018-05-31 12:00:14
821,0,2018-05-31 12:00:14
